Progress,Duration (in seconds),Finished,S1_1_1,S1_2_1,S2-1_1,S2-2_1,S3-1_1,S3-2_1,S4-1_1,S4-2_1,S5-1_1,S5-2_1,S6-1_1,S6-2_1,S7-1_1,S7-2_1,S8-1_1,S8-2_1,S9-1_1,S9-2_1,S10-1_1,S10-2_1,S11-1_1,S11-2_1,S12-1_1,S12-2_1,S13-1_1,S13-2_1,S14-1_1,S14-2_1,S15-1_1,S15-2_1,S16-1_1,S16-2_1,S17-1_1,S17-2_1,S18-1_1,S18-2_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,899,TRUE,93,23,30,17,31,0,22,15,76,28,100,25,,,,,100,67,,,,,94,97,,,87,13,25,0,100,100,100,100,,,,31,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 7,search for the medication on the black market,call a taxi,pay the money from his own wallet,pay for a day-pass to the gym,bring in the assignment the next day,boost morale with a three-legged race,,,honk at the driver until they pull over,,,threaten security with the knife,,check in on his father daily,throw disobedient passengers off the boat,saw Todd’s arm off,stage a break-in at the store,
100,440,TRUE,,,100,30,30,75,,,100,80,,,90,70,60,40,0,0,100,30,,,90,30,80,80,,,100,100,80,10,,,100,85,,25,Female,Hispanic / Latino,,Some College,Rung 3,,steal a passing driver's car,explain the situation to his boss,,quickly try to redo the assignment,,go without Ted,read his mind,pull over and call 911,yell in gibberish until she leaves,,take a train instead,call the taxi company,,serve engine fuel to the passengers,hike until she finds cell service,,steal his dogs for extra speed
100,280,TRUE,83,18,,,,,,,81,63,69,19,100,29,79,26,100,27,,,100,91,100,100,30,20,,,87,74,,,100,84,100,81,,33,Female,White / Caucasian,,Master's Degree (MS),Rung 6,start a fundraiser,,,,call her mom,search for a water source,pretend they are conjoined twins,ask the parents if they know him,honk an angry message in Morse code,,check that the doors are locked,threaten security with the knife,call the taxi company,,organize a fishing crew,,ask a friend to take over,finish the race
100,307,TRUE,81,68,,,,,92,15,,,32,81,76,51,76,36,,,,,83,51,82,86,99,5,,,80,56,73,45,61,71,87,78,,38,Female,White / Caucasian,,College Graduate (4 year),Rung 5,start a fundraiser,,,pull the fire alarm,,huddle to conserve energy,try to buy a ticket off another person,wave to the parents,,,light a fire under the car,take a train instead,tell his sister as soon as possible,,organize a fishing crew,hike until she finds cell service,call his lawyer,call for help
100,1012,TRUE,90,70,,,25,5,79,10,,,,,100,85,95,100,,,100,100,100,20,85,55,25,0,,,15,0,65,40,,,80,85,,58,Female,White / Caucasian,,Some College,Rung 3,commit credit card fraud,,get an advance payday loan,lie that she left her card inside,,,teleport into the concert,keep an eye on him,,steal whatever she has on her,check that the doors are locked,take a train instead,call the taxi company,,request supplies to be airdropped,leave Todd to save herself,,carry her competitor on her sled
100,923,TRUE,50,0,100,0,,,100,0,100,51,,,,,100,100,0,0,100,50,,,100,50,,,100,50,100,100,,,50,100,100,0,,41,Female,Black / African American,,Vocational/Technical School (2 year),Rung 5,search for the medication on the black market,steal a passing driver's car,,pull the fire alarm,hypnotize the teacher,,,tackle him and hold him down,honk at the driver until they pull over,refuse to drive her,,take a train instead,,buy his father a tent,throw disobedient passengers off the boat,,lock up the store,finish the race
100,349,TRUE,,,20,12,87,52,9,0,6,1,12,0,,,,,89,7,94,95,100,60,35,24,,,51,6,,,51,7,85,0,,,,37,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,try to convince a passing driver to trade cars,pay the money from his own wallet,borrow someone's phone,call her mom,search for a water source,,,tailgate the car,turn invisible,pour water on the car to cool it,take a train instead,,check in on his father daily,,give Todd her water,tell his lawyer that he’s sick,
100,1002,TRUE,90,85,,,75,15,,,80,50,95,5,90,95,,,,,80,50,95,70,50,35,,,90,90,75,75,85,8,25,21,,,,45,Female,White / Caucasian,,College Graduate (4 year),Rung 6,commit credit card fraud,,overcharge the next customers,,bring in the assignment the next day,steal all of the food and water,pretend they are conjoined twins,,,yell in gibberish until she leaves,light a fire under the car,ask to check the knife,,abandon his father,organize a fishing crew,yell at Todd for getting stuck,lock up the store,
100,616,TRUE,81,0,,,,,76,0,100,0,100,100,63,93,80,94,75,87,92,15,36,0,,,,,100,100,,,,,100,100,93,100,,42,Female,Black / African American,,Some College,Rung 6,search for the medication on the black market,,,pay for a day-pass to the gym,lie that her house burnt down,throw away all of the food,teleport into the concert,keep an eye on him,honk at the driver until they pull over,take her to his house but no further,pour water on the car to cool it,,,pitch his situation to a reality TV network,,,stage a break-in at the store,steal his dogs for extra speed
100,484,TRUE,,,100,0,100,100,,,100,0,10,0,100,100,,,80,60,10,0,,,100,60,,,5,0,100,80,100,0,,,100,40,,33,Male,White / Caucasian,,Some College,Rung 3,,steal a passing driver's car,overcharge the next customers,,lie that her house burnt down,search for a water source,steal someone else's ticket,,honk at the driver until they pull over,call her a cab,,threaten security with the knife,,check in on his father daily,sell all the food to the highest bidder,yell at Todd for getting stuck,,hide him in the snow
100,654,TRUE,,,67,76,76,72,,,61,28,,,14,51,20,71,67,34,,,,,75,96,93,86,69,74,96,96,55,54,87,97,,,,45,Male,White / Caucasian,,College Graduate (4 year),Rung 8,,demand that the airline delays the flight,pay the money from his own wallet,,call her mom,,go without Ted,make cat noises at him until he leaves,honk an angry message in Morse code,,,hide the knife in someone else's bag,run away,buy his father a tent,serve engine fuel to the passengers,leave Todd to save herself,lock up the store,
100,631,TRUE,,,20,60,81,7,,,79,44,39,27,39,79,89,79,28,3,31,79,,,96,85,69,71,,,37,7,96,69,,,,,,24,Male,White / Caucasian,,High School or equivalent,Rung 3,,call a taxi,sell one of his kidneys,,copy a friend's assignment,huddle to conserve energy,teleport into the concert,make cat noises at him until he leaves,pull over and call 911,refuse to drive her,,hide the knife in someone else's bag,tell his sister as soon as possible,,throw disobedient passengers off the boat,leave Todd to save herself,,
100,822,TRUE,100,0,,,,,25,0,100,0,100,0,100,75,,,100,100,100,29,100,0,100,80,,,100,26,100,100,,,18,80,,,,34,Male,Black / African American,,Some College,Rung 3,start a fundraiser,,,borrow someone's phone,quickly try to redo the assignment,throw away all of the food,try to buy a ticket off another person,,ram into the car,refuse to drive her,pour water on the car to cool it,store the knife in an airport locker,,check in on his father daily,sell all the food to the highest bidder,,leave the store unattended,
100,898,TRUE,,,50,0,,,,,,,100,40,,,100,30,,,100,80,100,30,100,80,100,80,100,100,30,60,100,20,80,100,100,20,,42,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,,call a taxi,,,,huddle to conserve energy,,read his mind,,steal whatever she has on her,light a fire under the car,hide the knife in someone else's bag,blame it on the maid of honor,buy his father a tent,organize a fishing crew,get her arm stuck in solidarity,leave the store unattended,finish the race
100,103,TRUE,,,69,73,,,,,71,81,80,71,72,83,82,77,87,72,,,74,66,,,70,84,59,79,61,71,79,96,75,61,,,,28,Male,Black / African American,,Master's Degree (MS),Rung 8,,try to convince a passing driver to trade cars,,,call her mom,steal all of the food and water,steal someone else's ticket,keep an eye on him,honk at the driver until they pull over,,pour water on the car to cool it,,call the taxi company,buy his father a tent,serve engine fuel to the passengers,yell at Todd for getting stuck,lock up the store,
100,524,TRUE,60,90,,,,,30,0,,,100,10,,,55,80,70,70,65,70,80,0,10,91,,,,,20,0,90,80,70,0,21,91,,30,Female,White / Caucasian,,College Graduate (4 year),Rung 7,go on strike for better wages,,,crawl past the front desk,,throw away all of the food,,make cat noises at him until he leaves,honk an angry message in Morse code,refuse to drive her,slash the tires,ask to check the knife,,,request supplies to be airdropped,get her arm stuck in solidarity,tell his lawyer that he’s sick,carry her competitor on her sled
100,655,TRUE,85,9,71,91,,,,,,,,,83,51,,,80,76,,,30,11,100,74,39,51,100,60,77,17,75,66,96,100,93,100,,62,Female,White / Caucasian,,Some College,Rung 5,search for the medication on the black market,try to convince a passing driver to trade cars,,,,,pretend they are conjoined twins,,ram into the car,,call emergency services,take a train instead,borrow their mom’s wedding ring,pitch his situation to a reality TV network,ration their food,leave Todd to save herself,stage a break-in at the store,hide him in the snow
100,600,TRUE,80,88,,,,,90,85,75,92,19,48,,,36,78,,,73,87,18,0,100,100,19,81,40,80,,,,,74,60,21,82,,19,Female,Black / African American,,Some College,Rung 6,take out a loan,,,pull the fire alarm,copy a friend's assignment,collect wood to start a fire,,make cat noises at him until he leaves,,take her to his house but no further,ask to use the mall's loudspeaker,threaten security with the knife,tell his sister as soon as possible,abandon his father,,,tell his lawyer that he’s sick,carry her competitor on her sled
100,527,TRUE,,,50,100,100,0,,,20,0,,,25,100,,,40,25,0,50,100,50,100,100,,,0,0,100,0,100,0,,,100,100,,31,Male,White / Caucasian,,College Graduate (4 year),Rung 3,,reschedule for a later flight,get an advance payday loan,,call her mom,,try to buy a ticket off another person,,tailgate the car,take her to his house but no further,light a fire under the car,pretend the knife is part of a hip replacement,,move into his father’s apartment,throw disobedient passengers off the boat,yell at Todd for getting stuck,,steal his dogs for extra speed
100,1267,TRUE,59,15,71,65,,,,,79,19,97,61,64,85,82,73,,,,,82,29,,,67,64,58,19,77,71,37,36,,,73,40,,43,Male,White / Caucasian,,Master's Degree (MS),Rung 7,start a fundraiser,try to convince a passing driver to trade cars,,,hypnotize the teacher,throw away all of the food,pretend they are conjoined twins,make cat noises at him until he leaves,,,slash the tires,,blame it on the maid of honor,get another job,serve engine fuel to the passengers,hike until she finds cell service,,finish the race
100,460,TRUE,35,22,100,82,93,64,66,79,80,78,66,24,,,,,,,100,14,62,0,,,17,16,60,9,,,7,6,,,83,58,,43,Female,White / Caucasian,,Master's Degree (MS),Rung 5,switch insurance plans,demand that the airline delays the flight,sell one of his kidneys,pay for a day-pass to the gym,quickly try to redo the assignment,collect wood to start a fire,,,,steal whatever she has on her,check that the doors are locked,,call the taxi company,get another job,,hike until she finds cell service,,call for help
100,870,TRUE,,,100,0,95,2,90,20,90,75,,,,,100,40,30,0,95,1,,,100,80,90,20,,,5,0,100,30,,,100,100,,57,Male,Black / African American,,Some College,Rung 2,,steal a passing driver's car,get an advance payday loan,renew her membership,bring in the assignment the next day,,,keep an eye on him,pull over and call 911,yell in gibberish until she leaves,,pretend the knife is part of a hip replacement,run away,,ration their food,saw Todd’s arm off,,steal his dogs for extra speed
100,534,TRUE,,,100,50,100,100,100,100,100,50,50,0,,,,,100,50,100,50,100,50,100,50,,,100,50,,,100,100,100,50,,,,70,Female,White / Caucasian,,College Graduate (4 year),Rung 4,,take a public bus,overcharge the next customers,borrow someone's phone,lie that her house burnt down,collect wood to start a fire,,,tailgate the car,yell in gibberish until she leaves,ask to use the mall's loudspeaker,store the knife in an airport locker,,get another job,,saw Todd’s arm off,call his lawyer,
100,299,TRUE,94,34,,,87,48,,,69,48,56,26,,,,,,,87,72,100,90,100,83,87,47,90,34,,,79,47,16,91,60,85,,31,Male,White / Caucasian,,College Graduate (4 year),Rung 8,search for the medication on the black market,,get an advance payday loan,,bring in the assignment the next day,search for a water source,,,,refuse to drive her,check that the doors are locked,threaten security with the knife,run away,buy his father a tent,,saw Todd’s arm off,lock up the store,leave her dogs with him
100,508,TRUE,57,70,,,100,0,11,5,66,95,17,0,99,100,100,92,,,100,0,,,,,20,74,76,0,,,,,88,96,92,4,,36,Male,White / Caucasian,,College Graduate (4 year),Rung 6,search for the medication on the black market,,sell one of his kidneys,renew her membership,bring in the assignment the next day,huddle to conserve energy,steal someone else's ticket,read his mind,,turn invisible,,,tell his sister as soon as possible,pitch his situation to a reality TV network,,,leave the store unattended,finish the race
100,442,TRUE,,,,,,,,,,,100,100,,,100,100,100,0,100,0,100,100,100,100,100,0,25,0,100,100,100,100,100,100,100,100,,33,Male,Hispanic / Latino,,College Graduate (4 year),Rung 3,,,,,,boost morale with a three-legged race,,read his mind,honk an angry message in Morse code,turn invisible,light a fire under the car,threaten security with the knife,steal someone else’s ring,move into his father’s apartment,throw disobedient passengers off the boat,get her arm stuck in solidarity,leave the store unattended,leave her dogs with him
100,936,TRUE,75,76,34,53,51,66,51,10,25,22,46,32,,,20,85,22,14,,,,,64,82,,,,,29,93,,,51,8,31,92,,31,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,go on strike for better wages,reschedule for a later flight,explain the situation to his boss,crawl past the front desk,quickly try to redo the assignment,boost morale with a three-legged race,,wave to the parents,take a detour at the next exit,,,hide the knife in someone else's bag,,,throw disobedient passengers off the boat,,tell his lawyer that he’s sick,call for help
100,517,TRUE,100,50,,,10,10,,,100,50,,,0,50,100,60,100,50,,,100,0,,,100,50,70,0,100,100,100,50,,,100,70,,31,Female,Asian / Pacific Islander,,Some College,Rung 6,commit credit card fraud,,explain the situation to his boss,,quickly try to redo the assignment,,go without Ted,make cat noises at him until he leaves,ram into the car,,call emergency services,,blame it on the maid of honor,get another job,sell all the food to the highest bidder,leave Todd to save herself,,hide him in the snow
100,287,TRUE,,,80,99,100,100,,,100,0,79,29,,,0,94,29,2,82,53,100,50,,,100,51,71,9,,,19,0,51,51,,,,38,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,demand that the airline delays the flight,stage a robbery,,hypnotize the teacher,boost morale with a three-legged race,,ask the parents if they know him,honk an angry message in Morse code,call her a cab,ask to use the mall's loudspeaker,,steal someone else’s ring,check in on his father daily,,leave Todd to save herself,call his lawyer,
100,746,TRUE,100,0,6,0,,,100,2,71,14,,,17,100,,,100,84,,,85,50,100,100,100,0,,,100,100,,,79,100,84,0,,30,Female,Hispanic / Latino,,College Graduate (4 year),Rung 3,commit credit card fraud,call a taxi,,pull the fire alarm,lie that her house burnt down,,go without Ted,,ram into the car,,call emergency services,ask to check the knife,steal someone else’s ring,,throw disobedient passengers off the boat,,leave the store unattended,leave her dogs with him
100,509,TRUE,,,19,22,81,33,92,25,,,,,73,15,7,45,81,0,51,58,,,89,80,,,81,0,100,97,71,13,83,2,,,,41,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,try to convince a passing driver to trade cars,get an advance payday loan,crawl past the front desk,,,teleport into the concert,keep an eye on him,take a detour at the next exit,take her to his house but no further,,hide the knife in someone else's bag,,get another job,sell all the food to the highest bidder,give Todd her water,tell his lawyer that he’s sick,
100,603,TRUE,55,7,,,,,,,91,100,100,20,85,90,16,70,80,0,,,100,0,,,95,35,,,100,100,100,75,75,80,100,65,,29,Male,Hispanic / Latino,,College Graduate (4 year),Rung 5,take out a loan,,,,copy a friend's assignment,steal all of the food and water,pretend they are conjoined twins,keep an eye on him,take a detour at the next exit,,slash the tires,,run away,,serve engine fuel to the passengers,get her arm stuck in solidarity,ask a friend to take over,hide him in the snow
100,406,TRUE,7,14,,,80,30,,,80,100,95,7,,,,,97,13,100,75,,,81,35,,,82,51,77,51,70,30,29,29,13,13,,24,Male,White / Caucasian,,College Graduate (4 year),Rung 6,switch insurance plans,,overcharge the next customers,,lie that her house burnt down,steal all of the food and water,,,honk an angry message in Morse code,turn invisible,,ask to check the knife,,pitch his situation to a reality TV network,organize a fishing crew,give Todd her water,stage a break-in at the store,leave her dogs with him
100,747,TRUE,100,50,,,0,0,71,51,,,100,20,,,,,100,50,,,100,82,,,0,0,10,0,100,50,91,10,81,93,0,80,,58,Female,White / Caucasian,,Some College,Rung 5,go on strike for better wages,,get an advance payday loan,lie that she left her card inside,,steal all of the food and water,,,tailgate the car,,ask to use the mall's loudspeaker,,borrow their mom’s wedding ring,move into his father’s apartment,sell all the food to the highest bidder,give Todd her water,leave the store unattended,call for help
100,386,TRUE,30,3,,,71,66,,,19,0,41,0,,,,,,,95,40,3,0,82,72,30,0,19,0,,,8,1,3,5,11,6,,41,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 5,start a fundraiser,,explain the situation to his boss,,call her mom,collect wood to start a fire,,,,steal whatever she has on her,ask to use the mall's loudspeaker,pretend the knife is part of a hip replacement,blame it on the maid of honor,move into his father’s apartment,,hike until she finds cell service,tell his lawyer that he’s sick,call for help
100,363,TRUE,85,92,,,72,36,,,68,21,36,30,66,42,64,59,41,67,85,36,65,80,,,,,24,33,,,88,45,58,72,,,,22,Female,Hispanic / Latino,,Some College,Rung 5,commit credit card fraud,,sell one of his kidneys,,lie that her house burnt down,search for a water source,steal someone else's ticket,wave to the parents,ram into the car,steal whatever she has on her,slash the tires,,,get another job,,leave Todd to save herself,stage a break-in at the store,
100,280,TRUE,100,0,100,50,100,50,100,50,,,,,,,0,50,100,50,100,51,0,50,100,100,100,50,,,,,,,100,50,0,50,,42,Male,White / Caucasian,,College Graduate (4 year),Rung 7,go on strike for better wages,reschedule for a later flight,pay the money from his own wallet,pay for a day-pass to the gym,,,,keep an eye on him,ram into the car,refuse to drive her,call emergency services,threaten security with the knife,steal someone else’s ring,,,,ask a friend to take over,call for help
100,1026,TRUE,,,100,6,,,100,6,90,0,100,10,0,97,100,49,,,0,91,70,0,,,100,49,90,0,100,89,81,91,,,,,,53,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 8,,call a taxi,,borrow someone's phone,bring in the assignment the next day,huddle to conserve energy,steal someone else's ticket,wave to the parents,,call her a cab,call emergency services,,borrow their mom’s wedding ring,check in on his father daily,throw disobedient passengers off the boat,saw Todd’s arm off,,
100,410,TRUE,,,90,100,,,80,70,85,50,,,50,50,60,65,100,90,,,,,10,40,100,80,20,30,35,25,70,0,,,90,50,,28,Male,Asian / Pacific Islander,,Some College,Rung 6,,demand that the airline delays the flight,,pay for a day-pass to the gym,call her mom,,teleport into the concert,tackle him and hold him down,tailgate the car,,,take a train instead,steal someone else’s ring,check in on his father daily,ration their food,give Todd her water,,finish the race
100,524,TRUE,7,0,92,13,,,28,9,,,30,2,,,26,74,2,0,,,31,0,74,42,97,51,,,50,39,90,5,93,9,,,,35,Male,White / Caucasian,,College Graduate (4 year),Rung 5,start a fundraiser,demand that the airline delays the flight,,crawl past the front desk,,huddle to conserve energy,,ask the parents if they know him,pull over and call 911,,check that the doors are locked,hide the knife in someone else's bag,run away,,organize a fishing crew,give Todd her water,tell his lawyer that he’s sick,
100,622,TRUE,94,92,93,97,97,0,,,92,96,,,84,88,94,98,4,0,99,100,,,,,93,1,81,1,79,1,,,,,99,4,,30,Female,Black / African American,,Some College,Rung 5,switch insurance plans,reschedule for a later flight,overcharge the next customers,,copy a friend's assignment,,try to buy a ticket off another person,make cat noises at him until he leaves,take a detour at the next exit,steal whatever she has on her,,,borrow their mom’s wedding ring,check in on his father daily,request supplies to be airdropped,,,steal his dogs for extra speed
100,831,TRUE,,,,,81,86,92,3,95,81,95,0,,,72,51,,,61,39,,,91,97,,,94,51,100,92,100,19,29,20,9,60,,65,Male,White / Caucasian,,High School or equivalent,Rung 6,,,explain the situation to his boss,crawl past the front desk,lie that her house burnt down,steal all of the food and water,,wave to the parents,,call her a cab,,pretend the knife is part of a hip replacement,,pitch his situation to a reality TV network,serve engine fuel to the passengers,get her arm stuck in solidarity,call his lawyer,carry her competitor on her sled
100,826,TRUE,100,100,,,100,100,100,0,,,0,0,100,100,100,100,,,0,100,100,0,,,100,100,100,100,,,,,0,100,100,100,,58,Male,White / Caucasian,,Some College,Rung 8,go on strike for better wages,,sell one of his kidneys,lie that she left her card inside,,collect wood to start a fire,give her ticket to Ted,make cat noises at him until he leaves,,turn invisible,pour water on the car to cool it,,tell his sister as soon as possible,abandon his father,,,lock up the store,hide him in the snow
100,762,TRUE,,,67,71,81,92,,,78,44,40,35,39,39,,,68,54,31,57,,,,,,,68,65,32,59,62,79,53,64,79,78,,22,Female,White / Caucasian,,College Graduate (4 year),Rung 4,,steal a passing driver's car,stage a robbery,,lie that her house burnt down,boost morale with a three-legged race,give her ticket to Ted,,take a detour at the next exit,refuse to drive her,,,,pitch his situation to a reality TV network,ration their food,hike until she finds cell service,lock up the store,finish the race
100,697,TRUE,100,25,70,2,50,8,91,20,92,28,25,15,,,,,,,100,15,,,100,100,,,100,70,35,18,87,90,100,99,,,,49,Female,White / Caucasian,,Some College,Rung 5,commit credit card fraud,take a public bus,get an advance payday loan,crawl past the front desk,quickly try to redo the assignment,search for a water source,,,,yell in gibberish until she leaves,,pretend the knife is part of a hip replacement,,abandon his father,organize a fishing crew,saw Todd’s arm off,stage a break-in at the store,
100,1473,TRUE,90,100,,,,,60,0,0,50,,,0,0,100,80,,,100,0,100,100,0,0,80,0,,,0,0,100,95,,,100,100,,52,Male,White / Caucasian,,High School or equivalent,Rung 2,take out a loan,,,renew her membership,hypnotize the teacher,,give her ticket to Ted,read his mind,,yell in gibberish until she leaves,slash the tires,ask to check the knife,borrow their mom’s wedding ring,,request supplies to be airdropped,saw Todd’s arm off,,steal his dogs for extra speed
100,573,TRUE,100,71,70,17,80,70,100,0,100,100,,,100,80,40,90,40,0,80,30,20,0,90,70,70,39,,,,,,,,,,,,56,Male,White / Caucasian,,Master's Degree (MS),Rung 5,commit credit card fraud,try to convince a passing driver to trade cars,overcharge the next customers,pull the fire alarm,copy a friend's assignment,,go without Ted,ask the parents if they know him,take a detour at the next exit,take her to his house but no further,check that the doors are locked,store the knife in an airport locker,borrow their mom’s wedding ring,,,,,
100,532,TRUE,41,0,90,17,18,64,76,62,17,0,,,62,39,86,85,61,35,,,,,,,,,78,47,90,14,100,57,92,100,,,,22,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,start a fundraiser,steal a passing driver's car,explain the situation to his boss,lie that she left her card inside,hypnotize the teacher,,teleport into the concert,tackle him and hold him down,ram into the car,,,,,abandon his father,sell all the food to the highest bidder,get her arm stuck in solidarity,stage a break-in at the store,
100,676,TRUE,20,0,33,66,100,100,82,13,73,100,20,0,82,86,,,,,79,100,,,,,,,100,68,15,0,,,85,91,100,97,,43,Female,White / Caucasian,,Master's Degree (MS),Rung 5,take out a loan,reschedule for a later flight,stage a robbery,pay for a day-pass to the gym,bring in the assignment the next day,huddle to conserve energy,steal someone else's ticket,,,take her to his house but no further,,,,abandon his father,request supplies to be airdropped,,tell his lawyer that he’s sick,hide him in the snow
100,590,TRUE,65,10,85,30,,,80,15,90,10,,,38,80,65,80,,,41,15,,,70,50,30,80,,,40,10,100,85,,,14,80,,68,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 7,take out a loan,try to convince a passing driver to trade cars,,renew her membership,hypnotize the teacher,,teleport into the concert,ask the parents if they know him,,take her to his house but no further,,take a train instead,tell his sister as soon as possible,,request supplies to be airdropped,get her arm stuck in solidarity,,carry her competitor on her sled
100,474,TRUE,0,0,,,100,100,100,100,100,100,100,0,100,0,,,,,100,100,,,51,50,,,0,0,100,100,0,0,,,100,100,,38,Male,White / Caucasian,,Master's Degree (MS),Rung 5,switch insurance plans,,explain the situation to his boss,lie that she left her card inside,lie that her house burnt down,steal all of the food and water,go without Ted,,,steal whatever she has on her,,store the knife in an airport locker,,move into his father’s apartment,organize a fishing crew,hike until she finds cell service,,steal his dogs for extra speed
100,439,TRUE,,,100,0,,,80,0,100,60,70,0,100,95,100,60,,,100,30,100,70,,,100,0,100,0,100,10,100,0,,,,,,31,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,demand that the airline delays the flight,,renew her membership,copy a friend's assignment,search for a water source,pretend they are conjoined twins,tackle him and hold him down,,refuse to drive her,slash the tires,,blame it on the maid of honor,pitch his situation to a reality TV network,ration their food,give Todd her water,,
100,499,TRUE,24,40,,,69,40,,,,,70,70,80,70,64,63,69,67,41,70,37,35,69,37,,,,,69,39,,,70,61,32,23,,34,Female,White / Caucasian,,Doctoral Degree (PhD),Rung 7,take out a loan,,pay the money from his own wallet,,,throw away all of the food,pretend they are conjoined twins,ask the parents if they know him,pull over and call 911,yell in gibberish until she leaves,light a fire under the car,hide the knife in someone else's bag,,,request supplies to be airdropped,,ask a friend to take over,steal his dogs for extra speed
100,535,TRUE,100,0,71,10,,,100,0,,,,,50,51,30,40,30,0,,,100,0,100,71,100,5,,,100,100,,,10,0,100,50,,58,Female,White / Caucasian,,High School or equivalent,Rung 6,switch insurance plans,call a taxi,,crawl past the front desk,,,give her ticket to Ted,wave to the parents,tailgate the car,,slash the tires,threaten security with the knife,borrow their mom’s wedding ring,,serve engine fuel to the passengers,,call his lawyer,hide him in the snow
100,652,TRUE,,,56,41,66,14,,,81,68,100,58,38,17,,,70,5,39,0,100,65,,,93,33,15,4,100,91,,,100,100,,,,46,Female,White / Caucasian,,College Graduate (4 year),Rung 3,,reschedule for a later flight,pay the money from his own wallet,,bring in the assignment the next day,boost morale with a three-legged race,give her ticket to Ted,,honk an angry message in Morse code,turn invisible,pour water on the car to cool it,,run away,check in on his father daily,throw disobedient passengers off the boat,,stage a break-in at the store,
100,204,TRUE,75,80,81,80,66,55,,,,,74,73,73,72,71,74,,,73,72,67,70,25,67,75,70,,,75,73,,,73,70,,,,30,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 6,search for the medication on the black market,demand that the airline delays the flight,get an advance payday loan,,,huddle to conserve energy,teleport into the concert,tackle him and hold him down,,refuse to drive her,pour water on the car to cool it,take a train instead,run away,,serve engine fuel to the passengers,,leave the store unattended,
100,726,TRUE,51,14,68,75,,,68,10,,,76,50,70,67,63,64,,,,,17,87,,,11,25,77,27,100,100,71,75,,,100,82,,59,Female,Asian / Pacific Islander,,Master's Degree (MS),Rung 5,take out a loan,take a public bus,,pull the fire alarm,,search for a water source,give her ticket to Ted,ask the parents if they know him,,,slash the tires,,blame it on the maid of honor,check in on his father daily,sell all the food to the highest bidder,give Todd her water,,finish the race
100,780,TRUE,,,100,51,75,60,100,50,60,1,,,52,71,100,82,100,62,,,100,0,100,51,100,30,,,,,100,0,100,0,,,,50,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,,try to convince a passing driver to trade cars,explain the situation to his boss,borrow someone's phone,call her mom,,try to buy a ticket off another person,read his mind,ram into the car,,check that the doors are locked,take a train instead,blame it on the maid of honor,,,yell at Todd for getting stuck,call his lawyer,
100,459,TRUE,,,82,31,71,1,,,30,0,,,,,,,81,46,,,100,21,100,100,9,7,25,0,0,0,100,81,55,0,20,19,,46,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,try to convince a passing driver to trade cars,sell one of his kidneys,,call her mom,,,,honk at the driver until they pull over,,call emergency services,hide the knife in someone else's bag,tell his sister as soon as possible,get another job,ration their food,leave Todd to save herself,tell his lawyer that he’s sick,carry her competitor on her sled
100,979,TRUE,29,29,29,82,93,75,62,72,,,,,78,30,90,70,72,30,,,91,66,88,100,89,32,,,31,59,,,64,84,,,,45,Female,White / Caucasian,,Master's Degree (MS),Rung 8,search for the medication on the black market,reschedule for a later flight,stage a robbery,pay for a day-pass to the gym,,,steal someone else's ticket,make cat noises at him until he leaves,pull over and call 911,,ask to use the mall's loudspeaker,hide the knife in someone else's bag,steal someone else’s ring,,organize a fishing crew,,lock up the store,
100,522,TRUE,51,27,99,0,,,59,39,76,51,58,30,80,30,62,37,23,0,51,48,,,,,,,,,,,51,0,34,0,71,90,,33,Male,White / Caucasian,,Master's Degree (MS),Rung 7,search for the medication on the black market,steal a passing driver's car,,crawl past the front desk,hypnotize the teacher,boost morale with a three-legged race,try to buy a ticket off another person,wave to the parents,take a detour at the next exit,call her a cab,,,,,,leave Todd to save herself,call his lawyer,leave her dogs with him
100,661,TRUE,,,82,63,,,67,29,,,69,58,,,78,72,,,94,98,,,24,24,81,91,82,57,100,100,100,74,25,22,36,31,,39,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 6,,take a public bus,,crawl past the front desk,,boost morale with a three-legged race,,make cat noises at him until he leaves,,steal whatever she has on her,,take a train instead,run away,buy his father a tent,serve engine fuel to the passengers,yell at Todd for getting stuck,tell his lawyer that he’s sick,leave her dogs with him
